leave_out_task,n_tasks,method,loss,selected_features,split
"(98166,)",10,shat-rf,227.23945985993998,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98022,)",10,shat-rf,230.22792967739008,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98105,)",10,shat-rf,492.40619109608895,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98045,)",10,shat-rf,179.6864031493634,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98002,)",10,shat-rf,311.1732839552841,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98077,)",10,shat-rf,189.9658263950859,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98011,)",10,shat-rf,160.15931596008824,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98019,)",10,shat-rf,223.31049979182984,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98108,)",10,shat-rf,225.99839710016525,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98119,)",10,shat-rf,462.59074809649326,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98005,)",10,shat-rf,305.26776143116155,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98007,)",10,shat-rf,185.91680892669535,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98188,)",10,shat-rf,255.086459868927,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98032,)",10,shat-rf,214.44923313764417,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98014,)",10,shat-rf,183.45179586338037,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98070,)",10,shat-rf,200.4104496723089,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98109,)",10,shat-rf,503.53822606844903,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98102,)",10,shat-rf,664.7748112102859,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98010,)",10,shat-rf,222.29807447775897,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98024,)",10,shat-rf,207.8511598495459,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98148,)",10,shat-rf,239.97092645822156,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
"(98039,)",10,shat-rf,1470.084231985082,"['bathrooms', 'view', 'sqft_above', 'waterfront']",
training_set,10,shat-rf,260.52461834686454,,train
"(98133,)",10,sgreedy-rf,178.48159439557344,"['floors', 'sqft_living15', 'house_age']",
"(98059,)",10,sgreedy-rf,372.5196997990017,"['floors', 'sqft_living15', 'house_age']",
"(98058,)",10,sgreedy-rf,238.9483462692812,"['floors', 'sqft_living15', 'house_age']",
"(98155,)",10,sgreedy-rf,311.3143140174014,"['floors', 'sqft_living15', 'house_age']",
"(98074,)",10,sgreedy-rf,383.4063650947398,"['floors', 'sqft_living15', 'house_age']",
"(98033,)",10,sgreedy-rf,568.2324366778315,"['floors', 'sqft_living15', 'house_age']",
"(98027,)",10,sgreedy-rf,366.8211655511122,"['floors', 'sqft_living15', 'house_age']",
"(98125,)",10,sgreedy-rf,261.11992253400877,"['floors', 'sqft_living15', 'house_age']",
"(98056,)",10,sgreedy-rf,299.245147159793,"['floors', 'sqft_living15', 'house_age']",
"(98053,)",10,sgreedy-rf,399.9009528673487,"['floors', 'sqft_living15', 'house_age']",
"(98001,)",10,sgreedy-rf,261.61534447756435,"['floors', 'sqft_living15', 'house_age']",
"(98075,)",10,sgreedy-rf,412.69795703183786,"['floors', 'sqft_living15', 'house_age']",
"(98126,)",10,sgreedy-rf,217.55227083522968,"['floors', 'sqft_living15', 'house_age']",
"(98092,)",10,sgreedy-rf,242.8301391524002,"['floors', 'sqft_living15', 'house_age']",
"(98144,)",10,sgreedy-rf,506.1072693888502,"['floors', 'sqft_living15', 'house_age']",
"(98106,)",10,sgreedy-rf,241.4358216623088,"['floors', 'sqft_living15', 'house_age']",
"(98116,)",10,sgreedy-rf,310.3124783089905,"['floors', 'sqft_living15', 'house_age']",
"(98029,)",10,sgreedy-rf,312.54592226330743,"['floors', 'sqft_living15', 'house_age']",
"(98004,)",10,sgreedy-rf,1005.9380689505866,"['floors', 'sqft_living15', 'house_age']",
"(98199,)",10,sgreedy-rf,503.0161520020729,"['floors', 'sqft_living15', 'house_age']",
"(98065,)",10,sgreedy-rf,353.959662430586,"['floors', 'sqft_living15', 'house_age']",
"(98122,)",10,sgreedy-rf,360.16909070418075,"['floors', 'sqft_living15', 'house_age']",
"(98146,)",10,sgreedy-rf,298.66767442187944,"['floors', 'sqft_living15', 'house_age']",
"(98008,)",10,sgreedy-rf,484.0409481356149,"['floors', 'sqft_living15', 'house_age']",
"(98028,)",10,sgreedy-rf,231.99666469812527,"['floors', 'sqft_living15', 'house_age']",
"(98040,)",10,sgreedy-rf,782.4770796118703,"['floors', 'sqft_living15', 'house_age']",
"(98003,)",10,sgreedy-rf,261.2127912984129,"['floors', 'sqft_living15', 'house_age']",
"(98198,)",10,sgreedy-rf,260.26397476627034,"['floors', 'sqft_living15', 'house_age']",
"(98031,)",10,sgreedy-rf,210.06647676319884,"['floors', 'sqft_living15', 'house_age']",
"(98072,)",10,sgreedy-rf,371.8878903797153,"['floors', 'sqft_living15', 'house_age']",
"(98112,)",10,sgreedy-rf,783.5619389595831,"['floors', 'sqft_living15', 'house_age']",
"(98168,)",10,sgreedy-rf,264.3376671955631,"['floors', 'sqft_living15', 'house_age']",
"(98055,)",10,sgreedy-rf,236.45890885904078,"['floors', 'sqft_living15', 'house_age']",
"(98107,)",10,sgreedy-rf,269.70522633935565,"['floors', 'sqft_living15', 'house_age']",
"(98136,)",10,sgreedy-rf,305.53977715631737,"['floors', 'sqft_living15', 'house_age']",
"(98178,)",10,sgreedy-rf,280.1323894559392,"['floors', 'sqft_living15', 'house_age']",
"(98030,)",10,sgreedy-rf,198.04076522582,"['floors', 'sqft_living15', 'house_age']",
"(98177,)",10,sgreedy-rf,518.2481007748502,"['floors', 'sqft_living15', 'house_age']",
"(98166,)",10,sgreedy-rf,377.8079573167292,"['floors', 'sqft_living15', 'house_age']",
"(98022,)",10,sgreedy-rf,265.295764540156,"['floors', 'sqft_living15', 'house_age']",
"(98105,)",10,sgreedy-rf,588.7944553928302,"['floors', 'sqft_living15', 'house_age']",
"(98045,)",10,sgreedy-rf,325.26618682227945,"['floors', 'sqft_living15', 'house_age']",
"(98002,)",10,sgreedy-rf,236.90969529460628,"['floors', 'sqft_living15', 'house_age']",
"(98077,)",10,sgreedy-rf,407.05753494187536,"['floors', 'sqft_living15', 'house_age']",
"(98011,)",10,sgreedy-rf,234.358957120867,"['floors', 'sqft_living15', 'house_age']",
"(98019,)",10,sgreedy-rf,200.90332860099795,"['floors', 'sqft_living15', 'house_age']",
"(98108,)",10,sgreedy-rf,228.1356392038391,"['floors', 'sqft_living15', 'house_age']",
"(98119,)",10,sgreedy-rf,539.052794908297,"['floors', 'sqft_living15', 'house_age']",
"(98005,)",10,sgreedy-rf,444.7282393547717,"['floors', 'sqft_living15', 'house_age']",
"(98007,)",10,sgreedy-rf,271.2599293590253,"['floors', 'sqft_living15', 'house_age']",
"(98188,)",10,sgreedy-rf,227.05983018883603,"['floors', 'sqft_living15', 'house_age']",
"(98032,)",10,sgreedy-rf,212.83633245244508,"['floors', 'sqft_living15', 'house_age']",
"(98014,)",10,sgreedy-rf,323.3015458115267,"['floors', 'sqft_living15', 'house_age']",
"(98070,)",10,sgreedy-rf,238.4034384309393,"['floors', 'sqft_living15', 'house_age']",
"(98109,)",10,sgreedy-rf,557.2863130697609,"['floors', 'sqft_living15', 'house_age']",
"(98102,)",10,sgreedy-rf,860.841107969868,"['floors', 'sqft_living15', 'house_age']",
"(98010,)",10,sgreedy-rf,267.96443387160497,"['floors', 'sqft_living15', 'house_age']",
"(98024,)",10,sgreedy-rf,486.3538091987838,"['floors', 'sqft_living15', 'house_age']",
"(98148,)",10,sgreedy-rf,230.50609578713684,"['floors', 'sqft_living15', 'house_age']",
"(98039,)",10,sgreedy-rf,1732.1751776053388,"['floors', 'sqft_living15', 'house_age']",
training_set,10,sgreedy-rf,370.1435210526594,,train
"(98133,)",10,lightGBM,112.26778328944104,,
"(98059,)",10,lightGBM,110.11380375572536,,
"(98058,)",10,lightGBM,131.066945791731,,
"(98155,)",10,lightGBM,156.0320075493504,,
"(98074,)",10,lightGBM,162.80109966617232,,
"(98033,)",10,lightGBM,310.573042160462,,
"(98027,)",10,lightGBM,153.16627246817663,,
"(98125,)",10,lightGBM,123.87945323656442,,
"(98056,)",10,lightGBM,137.4065147318859,,
"(98053,)",10,lightGBM,189.7008509184439,,
"(98001,)",10,lightGBM,165.1519845643728,,
"(98075,)",10,lightGBM,196.80063394946723,,
"(98126,)",10,lightGBM,112.37306530336583,,
"(98092,)",10,lightGBM,176.9648879928022,,
"(98144,)",10,lightGBM,190.07140105339104,,
"(98106,)",10,lightGBM,132.3140697437891,,
"(98116,)",10,lightGBM,113.71220610763238,,
"(98029,)",10,lightGBM,140.1295364194076,,
"(98004,)",10,lightGBM,714.628227998766,,
"(98199,)",10,lightGBM,237.64601702442224,,
"(98065,)",10,lightGBM,154.34604777021198,,
"(98122,)",10,lightGBM,176.14572338374984,,
"(98146,)",10,lightGBM,143.65083773029298,,
"(98008,)",10,lightGBM,210.82044831854992,,
"(98028,)",10,lightGBM,122.84487627154735,,
"(98040,)",10,lightGBM,461.55431245429725,,
"(98003,)",10,lightGBM,187.46952244951265,,
"(98198,)",10,lightGBM,201.73578232173494,,
"(98031,)",10,lightGBM,137.2233983035733,,
"(98072,)",10,lightGBM,151.9663499567718,,
"(98112,)",10,lightGBM,431.298659428008,,
"(98168,)",10,lightGBM,148.12337250505232,,
"(98055,)",10,lightGBM,151.1486766870614,,
"(98107,)",10,lightGBM,139.6742141371844,,
"(98136,)",10,lightGBM,115.24473787655668,,
"(98178,)",10,lightGBM,196.8391240097105,,
"(98030,)",10,lightGBM,137.0404985272405,,
"(98177,)",10,lightGBM,237.51859519837345,,
"(98166,)",10,lightGBM,193.77444782041573,,
"(98022,)",10,lightGBM,155.02722935661575,,
"(98105,)",10,lightGBM,243.07891451742924,,
"(98045,)",10,lightGBM,131.43418587982566,,
"(98002,)",10,lightGBM,157.70269215299297,,
"(98077,)",10,lightGBM,149.49556546882036,,
"(98011,)",10,lightGBM,103.25181813525218,,
"(98019,)",10,lightGBM,107.66783397668972,,
"(98108,)",10,lightGBM,145.61340297128152,,
"(98119,)",10,lightGBM,273.95130362506126,,
"(98005,)",10,lightGBM,244.29871023173754,,
"(98007,)",10,lightGBM,125.106367648767,,
"(98188,)",10,lightGBM,176.23771251735445,,
"(98032,)",10,lightGBM,179.23501898193936,,
"(98014,)",10,lightGBM,139.78174323588607,,
"(98070,)",10,lightGBM,200.24168762192713,,
"(98109,)",10,lightGBM,308.4661668985164,,
"(98102,)",10,lightGBM,606.0658518619688,,
"(98010,)",10,lightGBM,149.88390099496186,,
"(98024,)",10,lightGBM,179.6587595478441,,
"(98148,)",10,lightGBM,139.3107599656165,,
"(98039,)",10,lightGBM,1396.1883236943233,,
training_set,10,lightGBM,105.41851628582454,,train
"(98133,)",10,sgreedy-LGBM,123.28114537314055,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98059,)",10,sgreedy-LGBM,127.57585453648596,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98058,)",10,sgreedy-LGBM,150.92661760744875,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98155,)",10,sgreedy-LGBM,194.77727111292546,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98074,)",10,sgreedy-LGBM,205.0154330708305,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98033,)",10,sgreedy-LGBM,334.4511270738772,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98027,)",10,sgreedy-LGBM,175.44455883098055,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98125,)",10,sgreedy-LGBM,177.42308483832488,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98056,)",10,sgreedy-LGBM,170.34641566491007,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98053,)",10,sgreedy-LGBM,172.9115112631259,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98001,)",10,sgreedy-LGBM,168.98069526454162,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98075,)",10,sgreedy-LGBM,240.51357602620345,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98126,)",10,sgreedy-LGBM,117.1685632557505,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98092,)",10,sgreedy-LGBM,199.88036507700875,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98144,)",10,sgreedy-LGBM,210.7969318928168,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98106,)",10,sgreedy-LGBM,126.40558624296808,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98116,)",10,sgreedy-LGBM,152.24458915796436,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98029,)",10,sgreedy-LGBM,130.72331232429826,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98004,)",10,sgreedy-LGBM,717.7822822332391,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98199,)",10,sgreedy-LGBM,251.82890611754908,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98065,)",10,sgreedy-LGBM,158.60590040624797,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98122,)",10,sgreedy-LGBM,189.81249860362914,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98146,)",10,sgreedy-LGBM,157.86776862288315,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98008,)",10,sgreedy-LGBM,289.51003381697,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98028,)",10,sgreedy-LGBM,115.06007086749547,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98040,)",10,sgreedy-LGBM,546.6150429977782,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98003,)",10,sgreedy-LGBM,204.76621455008078,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98198,)",10,sgreedy-LGBM,157.28741406291093,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98031,)",10,sgreedy-LGBM,150.58664388342075,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98072,)",10,sgreedy-LGBM,144.3801882911334,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98112,)",10,sgreedy-LGBM,406.9412997228331,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98168,)",10,sgreedy-LGBM,180.32016010024097,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98055,)",10,sgreedy-LGBM,156.835388658202,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98107,)",10,sgreedy-LGBM,183.03422943018614,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98136,)",10,sgreedy-LGBM,155.26932302350838,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98178,)",10,sgreedy-LGBM,204.06656826414343,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98030,)",10,sgreedy-LGBM,159.93218514573113,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98177,)",10,sgreedy-LGBM,240.8576492166966,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98166,)",10,sgreedy-LGBM,207.8723954225393,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98022,)",10,sgreedy-LGBM,181.90149085473712,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98105,)",10,sgreedy-LGBM,274.39211961250896,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98045,)",10,sgreedy-LGBM,118.74252285813216,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98002,)",10,sgreedy-LGBM,175.1041685304449,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98077,)",10,sgreedy-LGBM,147.70745803454386,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98011,)",10,sgreedy-LGBM,106.1035292143077,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98019,)",10,sgreedy-LGBM,115.23870316906374,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98108,)",10,sgreedy-LGBM,151.54158922223294,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98119,)",10,sgreedy-LGBM,303.6991727096689,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98005,)",10,sgreedy-LGBM,249.04827577372944,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98007,)",10,sgreedy-LGBM,120.96502123616153,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98188,)",10,sgreedy-LGBM,184.2289068376717,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98032,)",10,sgreedy-LGBM,194.45820483320406,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98014,)",10,sgreedy-LGBM,173.5232407441627,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98070,)",10,sgreedy-LGBM,157.01683756461733,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98109,)",10,sgreedy-LGBM,319.9121000678462,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98102,)",10,sgreedy-LGBM,585.9072777076339,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98010,)",10,sgreedy-LGBM,160.7669604969648,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98024,)",10,sgreedy-LGBM,203.82628953539788,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98148,)",10,sgreedy-LGBM,159.76385891559036,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
"(98039,)",10,sgreedy-LGBM,1260.4196660549078,"['bedrooms', 'bathrooms', 'floors', 'grade', 'waterfront']",
training_set,10,sgreedy-LGBM,141.64935163438736,,train
"(98133,)",10,polynomial 2,106.17243902062235,,
"(98059,)",10,polynomial 2,97.24049631160572,,
"(98058,)",10,polynomial 2,133.3479099951831,,
"(98155,)",10,polynomial 2,126.4946706212871,,
"(98074,)",10,polynomial 2,151.59158850126323,,
"(98033,)",10,polynomial 2,296.04246306591705,,
"(98027,)",10,polynomial 2,142.92158875631952,,
"(98125,)",10,polynomial 2,188.56548826289742,,
"(98056,)",10,polynomial 2,127.14977938322309,,
"(98053,)",10,polynomial 2,182.240809721256,,
"(98001,)",10,polynomial 2,149.88961250706927,,
"(98075,)",10,polynomial 2,192.67465969197008,,
"(98126,)",10,polynomial 2,111.8286306295072,,
"(98092,)",10,polynomial 2,175.24115256740774,,
"(98144,)",10,polynomial 2,207.34803603930254,,
"(98106,)",10,polynomial 2,134.1331319003552,,
"(98116,)",10,polynomial 2,115.83086562792684,,
"(98029,)",10,polynomial 2,128.01750606468352,,
"(98004,)",10,polynomial 2,740.7068189238126,,
"(98199,)",10,polynomial 2,226.98887708763155,,
"(98065,)",10,polynomial 2,160.8851179027839,,
"(98122,)",10,polynomial 2,186.70263383494054,,
"(98146,)",10,polynomial 2,160.82234044396392,,
"(98008,)",10,polynomial 2,191.23316482869404,,
"(98028,)",10,polynomial 2,113.03963400139624,,
"(98040,)",10,polynomial 2,374.6925929502985,,
"(98003,)",10,polynomial 2,190.5346012671861,,
"(98198,)",10,polynomial 2,200.16334340409787,,
"(98031,)",10,polynomial 2,140.29598781052698,,
"(98072,)",10,polynomial 2,128.99502032415157,,
"(98112,)",10,polynomial 2,427.0022251095315,,
"(98168,)",10,polynomial 2,140.0176897137875,,
"(98055,)",10,polynomial 2,150.0667397649904,,
"(98107,)",10,polynomial 2,157.75411785902787,,
"(98136,)",10,polynomial 2,168.89444437280903,,
"(98178,)",10,polynomial 2,189.4278698108574,,
"(98030,)",10,polynomial 2,142.15487511058893,,
"(98177,)",10,polynomial 2,239.06891411691518,,
"(98166,)",10,polynomial 2,229.19180197567314,,
"(98022,)",10,polynomial 2,163.91780070833514,,
"(98105,)",10,polynomial 2,254.71251040246878,,
"(98045,)",10,polynomial 2,113.12220869687896,,
"(98002,)",10,polynomial 2,152.26269918594988,,
"(98077,)",10,polynomial 2,119.64838078618158,,
"(98011,)",10,polynomial 2,104.1919755066737,,
"(98019,)",10,polynomial 2,101.96846666777961,,
"(98108,)",10,polynomial 2,154.09916220724512,,
"(98119,)",10,polynomial 2,278.7881792153522,,
"(98005,)",10,polynomial 2,207.83290435460145,,
"(98007,)",10,polynomial 2,118.57558917698113,,
"(98188,)",10,polynomial 2,158.45887523741328,,
"(98032,)",10,polynomial 2,180.34291222121024,,
"(98014,)",10,polynomial 2,143.77304049702147,,
"(98070,)",10,polynomial 2,331.92222834209053,,
"(98109,)",10,polynomial 2,285.95835248137865,,
"(98102,)",10,polynomial 2,493.70340324443094,,
"(98010,)",10,polynomial 2,143.82387894331265,,
"(98024,)",10,polynomial 2,268.6342671256964,,
"(98148,)",10,polynomial 2,141.33946837489736,,
"(98039,)",10,polynomial 2,1317.4450685786105,,
training_set,10,polynomial 2,153.8041188781851,,train
"(98133,)",10,shat-poly,249.00080826299066,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98059,)",10,shat-poly,291.9795505704867,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98058,)",10,shat-poly,299.71648873364467,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98155,)",10,shat-poly,270.4231234292307,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98074,)",10,shat-poly,269.2489099150396,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98033,)",10,shat-poly,377.3220808703596,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98027,)",10,shat-poly,303.713671650042,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98125,)",10,shat-poly,290.46333746220904,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98056,)",10,shat-poly,285.60357749991266,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98053,)",10,shat-poly,355.683927940538,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98001,)",10,shat-poly,316.2014211511279,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98075,)",10,shat-poly,334.30332617916116,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98126,)",10,shat-poly,204.59679408335734,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98092,)",10,shat-poly,362.3443821552412,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98144,)",10,shat-poly,341.6338669110329,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98106,)",10,shat-poly,265.71329886577723,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98116,)",10,shat-poly,268.43354008854647,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98029,)",10,shat-poly,187.3873968446566,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98004,)",10,shat-poly,834.716775810296,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98199,)",10,shat-poly,398.0629892067,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98065,)",10,shat-poly,281.4504535168394,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98122,)",10,shat-poly,301.12311876484404,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98146,)",10,shat-poly,257.3560695770545,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98008,)",10,shat-poly,380.16293952370734,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98028,)",10,shat-poly,244.65154958234615,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98040,)",10,shat-poly,588.8693992746126,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98003,)",10,shat-poly,292.53952409553926,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98198,)",10,shat-poly,236.1820692644899,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98031,)",10,shat-poly,342.8220265707705,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98072,)",10,shat-poly,269.4649612261323,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98112,)",10,shat-poly,573.6558372024477,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98168,)",10,shat-poly,221.14491155847486,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98055,)",10,shat-poly,290.06842004056426,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
